,taxID,accession,length,date,organism,reference,gene_information,sampling_locality,outgroup,genus,epithet
97_KT990974.1,1913000,KT990974.1,736,06-NOV-2016,Porphyrellus nigropurpureus,"location: [0:736]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Porphyrellus,nigropurpureus
98_KU852285.1,1912939,KU852285.1,649,30-NOV-2017,Suillus fuscotomentosus,"location: [0:649]
authors: Zhang,R., Shi,X.-F., Mueller,G.M. and Liu,P.-G.
title: Dilemmatic Calibration of Evolutionary History in the Genus Suillus (Boletales, Basidiomycota) Revealed by Host Association Analysis
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['rpb1'],['USA: Mississippi'],False,Suillus,fuscotomentosus
101_KP739298.1,1775971,KP739298.1,878,28-FEB-2016,Retiboletus kauffmanii,"location: [0:878]
authors: Zeng,N.K., Liang,Z.Q., Wu,G., Li,Y.C. and Yang,Z.L.
title: The genus Retiboletus (Boletaceae, Boletales) in China based on morphological and molecular evidence
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB1'],['China: Yunnan Province'],False,Retiboletus,kauffmanii
102_KT990978.1,1775115,KT990978.1,758,06-NOV-2016,Retiboletus sinensis,"location: [0:758]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Retiboletus,sinensis
103_KT990980.1,1775113,KT990980.1,759,06-NOV-2016,Retiboletus fuscus,"location: [0:759]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Retiboletus,fuscus
104_KR052057.1,1755204,KR052057.1,793,25-NOV-2015,Aureoboletus clavatus,"location: [0:793]
authors: Zeng,N.K., Zhang,M. and Liang,Z.Q.
title: A new species and a new combination in the genus Aureoboletus (Boletales, Boletaceae) from southern China
journal: Phytotaxa 222 (2), 129-137 (2015)
medline id: 
pubmed id: 
comment: 
",['RPB1'],['China: Hainan Province'],False,Aureoboletus,clavatus
105_LC053663.1,1748411,LC053663.1,812,30-AUG-2016,Costatisporus cyanescens,"authors: Smith,M.E., Amses,K.R., Elliott,T.F., Obase,K., Aime,M.C. and Henkel,T.W.
title: New sequestrate fungi from Guyana: Jimtrappea guyanensis gen. sp. nov., Castellanea pakaraimophila gen. sp. nov., and Costatisporus cyanescens gen. sp. nov. (Boletaceae, Boletales)
journal: IMA Fungus 6 (2), 297-317 (2015)
medline id: 
pubmed id: 26732137
comment: DOI:10.5598/imafungus.2015.06.02.03
",['rpb1'],['Guyana'],False,Costatisporus,cyanescens
106_LC043094.1,1748405,LC043094.1,788,19-JAN-2017,Singerocomus rubriflavus,"authors: Henkel,T.W., Obase,K., Husbands,D., Uehling,J.K., Bonito,G., Aime,M.C. and Smith,M.E.
title: New Boletaceae taxa from Guyana: Binderoboletus segoi gen. and sp. nov., Guyanaporus albipodus gen. and sp. nov., Singerocomus rubriflavus gen. and sp. nov., and a new combination for Xerocomus inundabilis
journal: Mycologia 108 (1), 157-173 (2016)
medline id: 
pubmed id: 26490700
comment: Erratum:[Mycologia. 2016 Mar;108(2):469. PMID: 27127214]
",['rpb1'],['Guyana'],False,Singerocomus,rubriflavus
107_LC043082.1,1748404,LC043082.1,830,19-JAN-2017,Guyanaporus albipodus,"authors: Henkel,T.W., Obase,K., Husbands,D., Uehling,J.K., Bonito,G., Aime,M.C. and Smith,M.E.
title: New Boletaceae taxa from Guyana: Binderoboletus segoi gen. and sp. nov., Guyanaporus albipodus gen. and sp. nov., Singerocomus rubriflavus gen. and sp. nov., and a new combination for Xerocomus inundabilis
journal: Mycologia 108 (1), 157-173 (2016)
medline id: 
pubmed id: 26490700
comment: Erratum:[Mycologia. 2016 Mar;108(2):469. PMID: 27127214]
",['rpb1'],['Guyana'],False,Guyanaporus,albipodus
108_LC043079.1,1748403,LC043079.1,675,19-JAN-2017,Binderoboletus segoi,"authors: Henkel,T.W., Obase,K., Husbands,D., Uehling,J.K., Bonito,G., Aime,M.C. and Smith,M.E.
title: New Boletaceae taxa from Guyana: Binderoboletus segoi gen. and sp. nov., Guyanaporus albipodus gen. and sp. nov., Singerocomus rubriflavus gen. and sp. nov., and a new combination for Xerocomus inundabilis
journal: Mycologia 108 (1), 157-173 (2016)
medline id: 
pubmed id: 26490700
comment: Erratum:[Mycologia. 2016 Mar;108(2):469. PMID: 27127214]
",['rpb1'],['Guyana'],False,Binderoboletus,segoi
111_KT157066.1,1708620,KT157066.1,818,08-SEP-2015,Cupreoboletus poikilochromus,"location: [0:818]
authors: Gelardi,M., Simonini,G., Ercole,E., Davoli,P. and Vizzini,A.
title: Cupreoboletus (Boletaceae, Boletineae), a new monotypic genus segregated from Boletus sect. Luridi to reassign the Mediterranean species B. poikilochromus
journal: Mycologia (2015) In press
medline id: 
pubmed id: 26297785
comment: Publication Status: Available-Online prior to print
",['RPB1'],['Italy'],False,Cupreoboletus,poikilochromus
112_KT220593.1,1704548,KT220593.1,810,29-AUG-2015,Nigroboletus roseonigrescens,"location: [0:810]
authors: Gelardi,M., Vizzini,A., Ercole,E., Horak,E., Ming,Z. and Li,T.H.
title: Circumscription and Taxonomic Arrangement of Nigroboletus roseonigrescens Gen. Et Sp. Nov., a New Member of Boletaceae from Tropical South-Eastern China
journal: PLoS ONE 10 (8), E0134295 (2015)
medline id: 
pubmed id: 26263180
comment: Publication Status: Online-Only
",['RPB1'],['China'],False,Nigroboletus,roseonigrescens
113_KY553121.1,1688478,KY553121.1,729,11-APR-2018,Strobilomyces pteroreticulosporus,"location: [0:729]
authors: Han,L.H., Buyck,B., Yourou,N.S., Halling,R.E. and Yang,Z.L.
title: Afroboletus sequestratus (Boletales), the first species with sequestrate basidioma in the genus
journal: Phytotaxa 305 (1), 11-20 (2017)
medline id: 
pubmed id: 
comment: 
",['rpb1'],,False,Strobilomyces,pteroreticulosporus
114_KM460931.1,1665470,KM460931.1,726,14-NOV-2017,Strobilomyces sp. NY0075256,"location: [0:726]
authors: Han,L.
title: S159s160
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['rpb1'],,False,Strobilomyces,sp. NY0075256
115_KM460930.1,1665469,KM460930.1,773,14-NOV-2017,Strobilomyces sp. NY0075253,"location: [0:773]
authors: Han,L.
title: S159s160
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['rpb1'],,False,Strobilomyces,sp. NY0075253
118_KR231698.1,1653766,KR231698.1,656,16-JUN-2017,Phylloporus gajari,"location: [0:656]
authors: Hosen,M.I. and Li,T.-H.
title: Two new species of Phylloporus from Bangladesh, with morphological and molecular evidence
journal: Mycologia 109 (2), 277-286 (2017)
medline id: 
pubmed id: 
comment: 
",['RPB1'],['Bangladesh: Gazipur'],False,Phylloporus,gajari
119_KJ619482.1,1611992,KJ619482.1,786,27-SEP-2014,Rubroboletus sinicus,"location: [0:786]
authors: Zhao,K., Wu,G., Feng,B. and Yang,Z.
title: Molecular phylogeny of Caloboletus (Boletaceae) and a new species in East Asia
journal: Mycol. Prog. (2014) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Rubroboletus,sinicus
120_KP055026.1,1611991,KP055026.1,715,17-FEB-2015,Rubroboletus latisporus,"location: [0:715]
authors: Zhao,K., Wu,G. and Yang,Z.L.
title: A new genus, Rubroboletus, to accommodate Boletus sinicus and its allies
journal: Phytotaxa 188 (2), 61-77 (2014)
medline id: 
pubmed id: 
comment: 
",['RPB1'],['China'],False,Rubroboletus,latisporus
121_KY553115.1,1611890,KY553115.1,879,11-APR-2018,Afroboletus luteolus,"location: [0:879]
authors: Han,L.H., Buyck,B., Yourou,N.S., Halling,R.E. and Yang,Z.L.
title: Afroboletus sequestratus (Boletales), the first species with sequestrate basidioma in the genus
journal: Phytotaxa 305 (1), 11-20 (2017)
medline id: 
pubmed id: 
comment: 
",['rpb1'],,False,Afroboletus,luteolus
123_KP136974.1,1611265,KP136974.1,642,05-MAR-2018,Hourangia cheoi,"location: [0:642]
authors: Zhu,X.T., Wu,G., Zhao,K., Halling,R.E. and Yang,Z.L.
title: Hourangia, a new genus of Boletaceae to accommodate Xerocomus cheoi and its allied species
journal: Mycol. Prog. 14, 37 (2015)
medline id: 
pubmed id: 
comment: 
",['RPB1'],['China'],False,Hourangia,cheoi
124_KM820829.1,1609116,KM820829.1,749,27-OCT-2017,Boletus viscidiceps,"location: [0:749]
authors: Cui,Y.-Y., Feng,B., Wu,G. and Yang,Z.L.
title: Porcini mushrooms (Boletus sect. Boletus) from China
journal: Fungal Divers. 81 (1), 189-212 (2016)
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Boletus,viscidiceps
125_JN563864.1,1609115,JN563864.1,769,20-NOV-2017,Boletus umbrinipileus,"location: [0:769]
authors: Feng,B., Xu,J., Wu,G., Zeng,N.K., Li,Y.C., Tolgor,B., Kost,G.W. and Yang,Z.L.
title: DNA sequence analyses reveal abundant diversity, endemism and evidence for asian origin of the porcini mushrooms
journal: PLoS ONE 7 (5), E37567 (2012)
medline id: 
pubmed id: 22629418
comment: Publication Status: Online-Only
",['RPB1'],,False,Boletus,umbrinipileus
126_KM820824.1,1609114,KM820824.1,863,27-OCT-2017,Boletus tylopilopsis,"location: [0:863]
authors: Cui,Y.-Y., Feng,B., Wu,G. and Yang,Z.L.
title: Porcini mushrooms (Boletus sect. Boletus) from China
journal: Fungal Divers. 81 (1), 189-212 (2016)
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Boletus,tylopilopsis
127_KM820822.1,1609113,KM820822.1,788,27-OCT-2017,Boletus sinoedulis,"location: [0:788]
authors: Cui,Y.-Y., Feng,B., Wu,G. and Yang,Z.L.
title: Porcini mushrooms (Boletus sect. Boletus) from China
journal: Fungal Divers. 81 (1), 189-212 (2016)
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Boletus,sinoedulis
128_KM820818.1,1609112,KM820818.1,782,27-OCT-2017,Boletus subviolaceofuscus,"location: [0:782]
authors: Cui,Y.-Y., Feng,B., Wu,G. and Yang,Z.L.
title: Porcini mushrooms (Boletus sect. Boletus) from China
journal: Fungal Divers. 81 (1), 189-212 (2016)
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Boletus,subviolaceofuscus
129_KM820817.1,1609111,KM820817.1,800,27-OCT-2017,Boletus monilifer,"location: [0:800]
authors: Cui,Y.-Y., Feng,B., Wu,G. and Yang,Z.L.
title: Porcini mushrooms (Boletus sect. Boletus) from China
journal: Fungal Divers. 81 (1), 189-212 (2016)
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Boletus,monilifer
130_KT990935.1,1603062,KT990935.1,757,06-NOV-2016,Lanmaoa asiatica,"location: [0:757]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Lanmaoa,asiatica
131_KM605167.1,1603061,KM605167.1,786,16-MAR-2015,Lanmaoa angustispora,"location: [0:786]
authors: Wu,G., Zhao,K., Li,Y.-C., Zeng,N.-K., Feng,B., Halling,R.E. and Yang,Z.-L.
title: Four new genera of the fungal family Boletaceae
journal: Fungal Divers. (2015) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Lanmaoa,angustispora
132_KT990982.1,1603060,KT990982.1,757,06-NOV-2016,Rugiboletus extremiorientalis,"location: [0:757]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Rugiboletus,extremiorientalis
133_KM605158.1,1603059,KM605158.1,723,16-MAR-2015,Rugiboletus brunneiporus,"location: [0:723]
authors: Wu,G., Zhao,K., Li,Y.-C., Zeng,N.-K., Feng,B., Halling,R.E. and Yang,Z.-L.
title: Four new genera of the fungal family Boletaceae
journal: Fungal Divers. (2015) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Rugiboletus,brunneiporus
134_KP658472.1,1603058,KP658472.1,790,16-MAR-2015,Parvixerocomus pseudoaokii,"location: [0:790]
authors: Wu,G., Zhao,K., Li,Y.-C., Zeng,N.-K., Feng,B., Halling,R.E. and Yang,Z.-L.
title: Four new genera of the fungal family Boletaceae
journal: Fungal Divers. (2015) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Parvixerocomus,pseudoaokii
135_KM605162.1,1603057,KM605162.1,689,16-MAR-2015,Neoboletus brunneissimus,"location: [0:689]
authors: Wu,G., Zhao,K., Li,Y.-C., Zeng,N.-K., Feng,B., Halling,R.E. and Yang,Z.-L.
title: Four new genera of the fungal family Boletaceae
journal: Fungal Divers. (2015) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Neoboletus,brunneissimus
136_KP242058.1,1581022,KP242058.1,769,31-DEC-2015,Austroboletus sp. 8 GB-2014,"location: [0:769]
authors: Bonito,G.M., Lebel,T. and Halling,R.
title: Revisionary systematics of the fungal genus Austroboletus in Australia
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB1'],['Australia: Queensland'],False,Austroboletus,sp. 8 GB-2014
137_KP242044.1,1581021,KP242044.1,768,31-DEC-2015,Austroboletus sp. 7 GB-2014,"location: [0:768]
authors: Bonito,G.M., Lebel,T. and Halling,R.
title: Revisionary systematics of the fungal genus Austroboletus in Australia
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB1'],['Australia: Queensland'],False,Austroboletus,sp. 7 GB-2014
138_KP242051.1,1581020,KP242051.1,769,31-DEC-2015,Austroboletus sp. 6 GB-2014,"location: [0:769]
authors: Bonito,G.M., Lebel,T. and Halling,R.
title: Revisionary systematics of the fungal genus Austroboletus in Australia
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB1'],['Australia: Queensland'],False,Austroboletus,sp. 6 GB-2014
140_KP242063.1,1581018,KP242063.1,740,31-DEC-2015,Austroboletus sp. 4 GB-2014,"location: [0:740]
authors: Bonito,G.M., Lebel,T. and Halling,R.
title: Revisionary systematics of the fungal genus Austroboletus in Australia
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB1'],['Australia: Queensland'],False,Austroboletus,sp. 4 GB-2014
141_KP242064.1,1581017,KP242064.1,769,31-DEC-2015,Austroboletus sp. 3 GB-2014,"location: [0:769]
authors: Bonito,G.M., Lebel,T. and Halling,R.
title: Revisionary systematics of the fungal genus Austroboletus in Australia
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB1'],['Australia: Victoria'],False,Austroboletus,sp. 3 GB-2014
142_KP242056.1,1581016,KP242056.1,771,31-DEC-2015,Austroboletus sp. 2 GB-2014,"location: [0:771]
authors: Bonito,G.M., Lebel,T. and Halling,R.
title: Revisionary systematics of the fungal genus Austroboletus in Australia
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB1'],['Australia: Queensland'],False,Austroboletus,sp. 2 GB-2014
143_KP242057.1,1581015,KP242057.1,767,31-DEC-2015,Austroboletus sp. 1 GB-2014,"location: [0:767]
authors: Bonito,G.M., Lebel,T. and Halling,R.
title: Revisionary systematics of the fungal genus Austroboletus in Australia
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB1'],['Australia: Queensland'],False,Austroboletus,sp. 1 GB-2014
145_AB999752.1,1545766,AB999752.1,750,14-JUL-2015,Boletellus cf. paradoxus BLT-136,"authors: Sato,H. and Hattori,T.
title: New Species of Boletellus Section Boletellus (Boletaceae, Boletales) from Japan, B. aurocontextus sp. nov. and B. areolatus sp. nov
journal: PLoS ONE 10 (6), E0128184 (2015)
medline id: 
pubmed id: 26083243
comment: Publication Status: Online-Only
",['RPB1'],"['Malaysia: Sarawaki, Miri, Lambir Hills National Park']",False,Boletellus,cf. paradoxus BLT-136
146_AB999750.1,1545765,AB999750.1,739,14-JUL-2015,Boletellus aurocontextus,"authors: Sato,H. and Hattori,T.
title: New Species of Boletellus Section Boletellus (Boletaceae, Boletales) from Japan, B. aurocontextus sp. nov. and B. areolatus sp. nov
journal: PLoS ONE 10 (6), E0128184 (2015)
medline id: 
pubmed id: 26083243
comment: Publication Status: Online-Only
",['RPB1'],"['Japan: Kyoto, Kyoto, Higashiyama-Hill']",False,Boletellus,aurocontextus
147_AB999751.1,1545764,AB999751.1,699,14-JUL-2015,Boletellus areolatus,"authors: Sato,H. and Hattori,T.
title: New Species of Boletellus Section Boletellus (Boletaceae, Boletales) from Japan, B. aurocontextus sp. nov. and B. areolatus sp. nov
journal: PLoS ONE 10 (6), E0128184 (2015)
medline id: 
pubmed id: 26083243
comment: Publication Status: Online-Only
",['RPB1'],"['Japan: Miyazaki, Miyazaki, Hasugaike']",False,Boletellus,areolatus
148_KT990925.1,1522523,KT990925.1,749,06-NOV-2016,Crocinoboletus laetissimus,"location: [0:749]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Crocinoboletus,laetissimus
150_KF112525.1,1487348,KF112525.1,750,23-APR-2014,Xerocomellus cisalpinus,"location: [0:750]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Xerocomellus,cisalpinus
151_KF112613.1,1487347,KF112613.1,724,23-APR-2014,Tylopilus otsuensis,"location: [0:724]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Tylopilus,otsuensis
152_KF112614.1,1487346,KF112614.1,719,23-APR-2014,Tylopilus microsporus,"location: [0:719]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Tylopilus,microsporus
154_KT990929.1,1487341,KT990929.1,738,06-NOV-2016,Heimioporus japonicus,"location: [0:738]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb1'],['China'],False,Heimioporus,japonicus
155_KF112493.1,1487333,KF112493.1,759,23-APR-2014,Boletus sinensis,"location: [0:759]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Boletus,sinensis
156_KF112533.1,1487332,KF112533.1,758,23-APR-2014,Crocinoboletus rufoaureus,"location: [0:758]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Crocinoboletus,rufoaureus
157_KF112597.1,1487330,KF112597.1,734,23-APR-2014,Parvixerocomus aokii,"location: [0:734]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Parvixerocomus,aokii
158_KF112616.1,1487329,KF112616.1,697,23-APR-2014,Heimioporus sp. HKAS 53451,"location: [0:697]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Heimioporus,sp. HKAS 53451
159_KF112617.1,1487328,KF112617.1,661,23-APR-2014,Heimioporus aff. japonicus HKAS 52236,"location: [0:661]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Heimioporus,aff. japonicus HKAS 52236
160_KF112635.1,1487323,KF112635.1,737,23-APR-2014,Xerocomus sp. HKAS 76853,"location: [0:737]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Xerocomus,sp. HKAS 76853
161_KF112631.1,1487322,KF112631.1,756,23-APR-2014,Xerocomus sp. HKAS 76666,"location: [0:756]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Xerocomus,sp. HKAS 76666
163_KF112607.1,1487318,KF112607.1,747,23-APR-2014,Xerocomus sp. HKAS 74712,"location: [0:747]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Xerocomus,sp. HKAS 74712
164_KF112634.1,1487316,KF112634.1,739,23-APR-2014,Xerocomus sp. HKAS 53387,"location: [0:739]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Xerocomus,sp. HKAS 53387
165_KF112633.1,1487314,KF112633.1,738,23-APR-2014,Xerocomus sp. HKAS 52575,"location: [0:738]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Xerocomus,sp. HKAS 52575
166_KF112608.1,1487313,KF112608.1,714,23-APR-2014,Xerocomus sp. HKAS 52557,"location: [0:714]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Xerocomus,sp. HKAS 52557
167_KF112630.1,1487312,KF112630.1,756,23-APR-2014,Xerocomus aff. subtomentosus HKAS 58865,"location: [0:756]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Xerocomus,aff. subtomentosus HKAS 58865
168_KF112541.1,1487311,KF112541.1,674,23-APR-2014,Xerocomus aff. macrobbii HKAS 56280,"location: [0:674]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Xerocomus,aff. macrobbii HKAS 56280
169_KF112548.1,1487310,KF112548.1,761,23-APR-2014,Xerocomellus sp. HKAS 76673,"location: [0:761]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Xerocomellus,sp. HKAS 76673
170_KF112551.1,1487309,KF112551.1,767,23-APR-2014,Xerocomellus sp. HKAS 59608,"location: [0:767]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB1'],['China'],False,Xerocomellus,sp. HKAS 59608
