,taxID,accession,length,date,organism,reference,gene_information,sampling_locality,outgroup,genus,epithet
69_KT990463.1,1914056,KT990463.1,601,06-NOV-2016,Harrya alpina,"location: [0:601]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Harrya,alpina
70_MG212628.1,1914054,MG212628.1,766,02-MAY-2019,Cyanoboletus brunneoruber,"location: [0:766]
authors: Vadthanarat,S., Raspe,O. and Lumyong,S.
title: Phylogenetic affinities of the sequestrate genus Rhodactina (Boletaceae), with a new species, R. rostratispora from Thailand
journal: MycoKeys (29), 63-80 (2018)
medline id: 
pubmed id: 29559826
comment: Publication Status: Online-Only
",['rpb2'],['China'],False,Cyanoboletus,brunneoruber
71_KT990379.1,1914051,KT990379.1,702,06-NOV-2016,Butyriboletus subsplendidus,"location: [0:702]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Butyriboletus,subsplendidus
72_KT990380.1,1914049,KT990380.1,696,06-NOV-2016,Butyriboletus pseudospeciosus,"location: [0:696]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Butyriboletus,pseudospeciosus
73_KT990375.1,1914047,KT990375.1,700,06-NOV-2016,Boletus botryoides,"location: [0:700]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Boletus,botryoides
74_KT990369.1,1914045,KT990369.1,705,06-NOV-2016,Boletellus indistinctus,"location: [0:705]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Boletellus,indistinctus
75_KT990362.1,1914042,KT990362.1,704,06-NOV-2016,Aureoboletus zangii,"location: [0:704]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Aureoboletus,zangii
76_KT990361.1,1914041,KT990361.1,697,06-NOV-2016,Aureoboletus yunnanensis,"location: [0:697]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Aureoboletus,yunnanensis
77_KT990357.1,1914039,KT990357.1,706,06-NOV-2016,Aureoboletus nephrosporus,"location: [0:706]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Aureoboletus,nephrosporus
78_KT990352.1,1914038,KT990352.1,705,06-NOV-2016,Aureoboletus tomentosus,"location: [0:705]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Aureoboletus,tomentosus
79_KT990350.1,1914037,KT990350.1,708,06-NOV-2016,Aureoboletus duplicatoporus,"location: [0:708]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Aureoboletus,duplicatoporus
80_KT990348.1,1914036,KT990348.1,705,06-NOV-2016,Aureoboletus catenarius,"location: [0:705]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Aureoboletus,catenarius
81_KT990459.1,1913000,KT990459.1,597,06-NOV-2016,Porphyrellus nigropurpureus,"location: [0:597]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Porphyrellus,nigropurpureus
82_KU852337.1,1912939,KU852337.1,760,30-NOV-2017,Suillus fuscotomentosus,"location: [0:760]
authors: Zhang,R., Shi,X.-F., Mueller,G.M. and Liu,P.-G.
title: Dilemmatic Calibration of Evolutionary History in the Genus Suillus (Boletales, Basidiomycota) Revealed by Host Association Analysis
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['rpb2'],"['USA: 1100 Kings Mountain Rd, Huddart Park, Woodside Co., CA']",False,Suillus,fuscotomentosus
83_KR094786.1,1816307,KR094786.1,754,16-JUN-2017,Phylloporus attenuatus,"location: [0:754]
authors: Hosen,M.I. and Li,T.-H.
title: Two new species of Phylloporus from Bangladesh, with morphological and molecular evidence
journal: Mycologia 109 (2), 277-286 (2017)
medline id: 
pubmed id: 
comment: 
",['RPB2'],['Bangladesh: Tangail'],False,Phylloporus,attenuatus
84_MG212643.1,1775971,MG212643.1,765,02-MAY-2019,Retiboletus kauffmanii,"location: [0:765]
authors: Vadthanarat,S., Raspe,O. and Lumyong,S.
title: Phylogenetic affinities of the sequestrate genus Rhodactina (Boletaceae), with a new species, R. rostratispora from Thailand
journal: MycoKeys (29), 63-80 (2018)
medline id: 
pubmed id: 29559826
comment: Publication Status: Online-Only
",['rpb2'],['China'],False,Retiboletus,kauffmanii
85_KT990464.1,1775115,KT990464.1,702,06-NOV-2016,Retiboletus sinensis,"location: [0:702]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Retiboletus,sinensis
86_MG212642.1,1775113,MG212642.1,765,02-MAY-2019,Retiboletus fuscus,"location: [0:765]
authors: Vadthanarat,S., Raspe,O. and Lumyong,S.
title: Phylogenetic affinities of the sequestrate genus Rhodactina (Boletaceae), with a new species, R. rostratispora from Thailand
journal: MycoKeys (29), 63-80 (2018)
medline id: 
pubmed id: 29559826
comment: Publication Status: Online-Only
",['rpb2'],['China'],False,Retiboletus,fuscus
87_LC053664.1,1748411,LC053664.1,750,30-AUG-2016,Costatisporus cyanescens,"authors: Smith,M.E., Amses,K.R., Elliott,T.F., Obase,K., Aime,M.C. and Henkel,T.W.
title: New sequestrate fungi from Guyana: Jimtrappea guyanensis gen. sp. nov., Castellanea pakaraimophila gen. sp. nov., and Costatisporus cyanescens gen. sp. nov. (Boletaceae, Boletales)
journal: IMA Fungus 6 (2), 297-317 (2015)
medline id: 
pubmed id: 26732137
comment: DOI:10.5598/imafungus.2015.06.02.03
",['rpb2'],['Guyana'],False,Costatisporus,cyanescens
88_LC043083.1,1748404,LC043083.1,801,19-JAN-2017,Guyanaporus albipodus,"authors: Henkel,T.W., Obase,K., Husbands,D., Uehling,J.K., Bonito,G., Aime,M.C. and Smith,M.E.
title: New Boletaceae taxa from Guyana: Binderoboletus segoi gen. and sp. nov., Guyanaporus albipodus gen. and sp. nov., Singerocomus rubriflavus gen. and sp. nov., and a new combination for Xerocomus inundabilis
journal: Mycologia 108 (1), 157-173 (2016)
medline id: 
pubmed id: 26490700
comment: Erratum:[Mycologia. 2016 Mar;108(2):469. PMID: 27127214]
",['rpb2'],['Guyana'],False,Guyanaporus,albipodus
89_KY272134.1,1728933,KY272134.1,772,27-DEC-2017,Rubroboletus legaliae,"location: [0:772]
authors: Zhao,K. and Shao,H.M.
title: A new edible bolete, Rubroboletus esculentus, from southwestern China
journal: Phytotaxa 303 (3), 243-252 (2017)
medline id: 
pubmed id: 
comment: 
",['rpb2'],['Germany'],False,Rubroboletus,legaliae
90_MK766294.1,1708621,MK766294.1,771,18-DEC-2019,Cyanoboletus pulverulentus,"location: [0:771]
authors: Kuo,M. and Ortiz-Santana,B.
title: Revision of leccinoid fungi, with emphasis on North American taxa, based on molecular and morphological data
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB2'],['USA: Wisconsin'],False,Cyanoboletus,pulverulentus
91_KT157067.1,1708620,KT157067.1,746,08-SEP-2015,Cupreoboletus poikilochromus,"location: [0:746]
authors: Gelardi,M., Simonini,G., Ercole,E., Davoli,P. and Vizzini,A.
title: Cupreoboletus (Boletaceae, Boletineae), a new monotypic genus segregated from Boletus sect. Luridi to reassign the Mediterranean species B. poikilochromus
journal: Mycologia (2015) In press
medline id: 
pubmed id: 26297785
comment: Publication Status: Available-Online prior to print
",['RPB2'],['Italy'],False,Cupreoboletus,poikilochromus
93_KY553131.1,1688478,KY553131.1,660,11-APR-2018,Strobilomyces pteroreticulosporus,"location: [0:660]
authors: Han,L.H., Buyck,B., Yourou,N.S., Halling,R.E. and Yang,Z.L.
title: Afroboletus sequestratus (Boletales), the first species with sequestrate basidioma in the genus
journal: Phytotaxa 305 (1), 11-20 (2017)
medline id: 
pubmed id: 
comment: 
",['rpb2'],,False,Strobilomyces,pteroreticulosporus
94_KM460933.1,1665470,KM460933.1,609,14-NOV-2017,Strobilomyces sp. NY0075256,"location: [0:609]
authors: Han,L.
title: S159s160
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['rpb2'],,False,Strobilomyces,sp. NY0075256
95_KM460932.1,1665469,KM460932.1,657,14-NOV-2017,Strobilomyces sp. NY0075253,"location: [0:657]
authors: Han,L.
title: S159s160
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['rpb2'],,False,Strobilomyces,sp. NY0075253
96_MK766271.1,1661727,MK766271.1,771,18-DEC-2019,Aureoboletus projectellus,"location: [0:771]
authors: Kuo,M. and Ortiz-Santana,B.
title: Revision of leccinoid fungi, with emphasis on North American taxa, based on molecular and morphological data
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB2'],['USA: Michigan'],False,Aureoboletus,projectellus
97_KF112743.1,1661726,KF112743.1,706,23-APR-2014,Aureoboletus mirabilis,"location: [0:706]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB2'],['China'],False,Aureoboletus,mirabilis
98_KP055031.1,1611992,KP055031.1,812,17-FEB-2015,Rubroboletus sinicus,"location: [0:812]
authors: Zhao,K., Wu,G. and Yang,Z.L.
title: A new genus, Rubroboletus, to accommodate Boletus sinicus and its allies
journal: Phytotaxa 188 (2), 61-77 (2014)
medline id: 
pubmed id: 
comment: 
",['RPB2'],['China'],False,Rubroboletus,sinicus
100_MH614748.1,1611890,MH614748.1,768,02-MAY-2019,Afroboletus luteolus,"location: [0:768]
authors: Vadthanarat,S., Lumyong,S. and Raspe,O.
title: Cacaoporus, a new Boletaceae genus, with two new species from Thailand
journal: MycoKeys (2019) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['Togo'],False,Afroboletus,luteolus
101_KP136976.1,1611281,KP136976.1,771,05-MAR-2018,Hourangia nigropunctata,"location: [0:771]
authors: Zhu,X.T., Wu,G., Zhao,K., Halling,R.E. and Yang,Z.L.
title: Hourangia, a new genus of Boletaceae to accommodate Xerocomus cheoi and its allied species
journal: Mycol. Prog. 14, 37 (2015)
medline id: 
pubmed id: 
comment: 
",['RPB2'],['China'],False,Hourangia,nigropunctata
102_KP136975.1,1611265,KP136975.1,705,05-MAR-2018,Hourangia cheoi,"location: [0:705]
authors: Zhu,X.T., Wu,G., Zhao,K., Halling,R.E. and Yang,Z.L.
title: Hourangia, a new genus of Boletaceae to accommodate Xerocomus cheoi and its allied species
journal: Mycol. Prog. 14, 37 (2015)
medline id: 
pubmed id: 
comment: 
",['RPB2'],['China'],False,Hourangia,cheoi
103_MH614777.1,1603062,MH614777.1,765,02-MAY-2019,Lanmaoa asiatica,"location: [0:765]
authors: Vadthanarat,S., Lumyong,S. and Raspe,O.
title: Cacaoporus, a new Boletaceae genus, with two new species from Thailand
journal: MycoKeys (2019) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Lanmaoa,asiatica
104_KM605177.1,1603061,KM605177.1,759,16-MAR-2015,Lanmaoa angustispora,"location: [0:759]
authors: Wu,G., Zhao,K., Li,Y.-C., Zeng,N.-K., Feng,B., Halling,R.E. and Yang,Z.-L.
title: Four new genera of the fungal family Boletaceae
journal: Fungal Divers. (2015) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB2'],['China'],False,Lanmaoa,angustispora
105_MG212647.1,1603060,MG212647.1,769,02-MAY-2019,Rugiboletus extremiorientalis,"location: [0:769]
authors: Vadthanarat,S., Raspe,O. and Lumyong,S.
title: Phylogenetic affinities of the sequestrate genus Rhodactina (Boletaceae), with a new species, R. rostratispora from Thailand
journal: MycoKeys (29), 63-80 (2018)
medline id: 
pubmed id: 29559826
comment: Publication Status: Online-Only
",['rpb2'],['Thailand'],False,Rugiboletus,extremiorientalis
106_KM605168.1,1603059,KM605168.1,682,16-MAR-2015,Rugiboletus brunneiporus,"location: [0:682]
authors: Wu,G., Zhao,K., Li,Y.-C., Zeng,N.-K., Feng,B., Halling,R.E. and Yang,Z.-L.
title: Four new genera of the fungal family Boletaceae
journal: Fungal Divers. (2015) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB2'],['China'],False,Rugiboletus,brunneiporus
107_MG212639.1,1603058,MG212639.1,768,02-MAY-2019,Parvixerocomus pseudoaokii,"location: [0:768]
authors: Vadthanarat,S., Raspe,O. and Lumyong,S.
title: Phylogenetic affinities of the sequestrate genus Rhodactina (Boletaceae), with a new species, R. rostratispora from Thailand
journal: MycoKeys (29), 63-80 (2018)
medline id: 
pubmed id: 29559826
comment: Publication Status: Online-Only
",['rpb2'],['China'],False,Parvixerocomus,pseudoaokii
108_MG212637.1,1603057,MG212637.1,767,02-MAY-2019,Neoboletus brunneissimus,"location: [0:767]
authors: Vadthanarat,S., Raspe,O. and Lumyong,S.
title: Phylogenetic affinities of the sequestrate genus Rhodactina (Boletaceae), with a new species, R. rostratispora from Thailand
journal: MycoKeys (29), 63-80 (2018)
medline id: 
pubmed id: 29559826
comment: Publication Status: Online-Only
",['rpb2'],['China'],False,Neoboletus,brunneissimus
109_KP242094.1,1581022,KP242094.1,662,31-DEC-2015,Austroboletus sp. 8 GB-2014,"location: [0:662]
authors: Bonito,G.M., Lebel,T. and Halling,R.
title: Revisionary systematics of the fungal genus Austroboletus in Australia
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB2'],['Australia: Queensland'],False,Austroboletus,sp. 8 GB-2014
110_KP242086.1,1581021,KP242086.1,662,31-DEC-2015,Austroboletus sp. 7 GB-2014,"location: [0:662]
authors: Bonito,G.M., Lebel,T. and Halling,R.
title: Revisionary systematics of the fungal genus Austroboletus in Australia
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB2'],['Australia: Queensland'],False,Austroboletus,sp. 7 GB-2014
111_KP242091.1,1581020,KP242091.1,662,31-DEC-2015,Austroboletus sp. 6 GB-2014,"location: [0:662]
authors: Bonito,G.M., Lebel,T. and Halling,R.
title: Revisionary systematics of the fungal genus Austroboletus in Australia
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB2'],['Australia: Queensland'],False,Austroboletus,sp. 6 GB-2014
113_KP242089.1,1581018,KP242089.1,662,31-DEC-2015,Austroboletus sp. 4 GB-2014,"location: [0:662]
authors: Bonito,G.M., Lebel,T. and Halling,R.
title: Revisionary systematics of the fungal genus Austroboletus in Australia
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB2'],['Australia: Queensland'],False,Austroboletus,sp. 4 GB-2014
114_KP242090.1,1581017,KP242090.1,662,31-DEC-2015,Austroboletus sp. 3 GB-2014,"location: [0:662]
authors: Bonito,G.M., Lebel,T. and Halling,R.
title: Revisionary systematics of the fungal genus Austroboletus in Australia
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB2'],['Australia: Queensland'],False,Austroboletus,sp. 3 GB-2014
115_KP242088.1,1581016,KP242088.1,662,31-DEC-2015,Austroboletus sp. 2 GB-2014,"location: [0:662]
authors: Bonito,G.M., Lebel,T. and Halling,R.
title: Revisionary systematics of the fungal genus Austroboletus in Australia
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB2'],['Australia: Queensland'],False,Austroboletus,sp. 2 GB-2014
116_KP242087.1,1581015,KP242087.1,662,31-DEC-2015,Austroboletus sp. 1 GB-2014,"location: [0:662]
authors: Bonito,G.M., Lebel,T. and Halling,R.
title: Revisionary systematics of the fungal genus Austroboletus in Australia
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB2'],['Australia: Queensland'],False,Austroboletus,sp. 1 GB-2014
117_KP242097.1,1581013,KP242097.1,662,31-DEC-2015,Austroboletus mutabilis,"location: [0:662]
authors: Bonito,G.M., Lebel,T. and Halling,R.
title: Revisionary systematics of the fungal genus Austroboletus in Australia
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['RPB2'],['Australia: Queensland'],False,Austroboletus,mutabilis
118_AB999785.1,1545766,AB999785.1,630,14-JUL-2015,Boletellus cf. paradoxus BLT-136,"authors: Sato,H. and Hattori,T.
title: New Species of Boletellus Section Boletellus (Boletaceae, Boletales) from Japan, B. aurocontextus sp. nov. and B. areolatus sp. nov
journal: PLoS ONE 10 (6), E0128184 (2015)
medline id: 
pubmed id: 26083243
comment: Publication Status: Online-Only
",['RPB2'],"['Malaysia: Sarawaki, Miri, Lambir Hills National Park']",False,Boletellus,cf. paradoxus BLT-136
119_AB999757.1,1545765,AB999757.1,630,14-JUL-2015,Boletellus aurocontextus,"authors: Sato,H. and Hattori,T.
title: New Species of Boletellus Section Boletellus (Boletaceae, Boletales) from Japan, B. aurocontextus sp. nov. and B. areolatus sp. nov
journal: PLoS ONE 10 (6), E0128184 (2015)
medline id: 
pubmed id: 26083243
comment: Publication Status: Online-Only
",['RPB2'],"['Japan: Kanagawa, Kawasaki, Tama Ward']",False,Boletellus,aurocontextus
120_AB999754.1,1545764,AB999754.1,630,14-JUL-2015,Boletellus areolatus,"authors: Sato,H. and Hattori,T.
title: New Species of Boletellus Section Boletellus (Boletaceae, Boletales) from Japan, B. aurocontextus sp. nov. and B. areolatus sp. nov
journal: PLoS ONE 10 (6), E0128184 (2015)
medline id: 
pubmed id: 26083243
comment: Publication Status: Online-Only
",['RPB2'],"['Japan: Osaka, Mino, Mino Park']",False,Boletellus,areolatus
121_KF112711.1,1522523,KF112711.1,700,23-APR-2014,Crocinoboletus laetissimus,"location: [0:700]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB2'],['China'],False,Crocinoboletus,laetissimus
122_KF112772.1,1487349,KF112772.1,676,23-APR-2014,Xerocomus punctilifer,"location: [0:676]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB2'],['China'],False,Xerocomus,punctilifer
123_KT823993.1,1487348,KT823993.1,766,28-APR-2016,Xerocomellus cisalpinus,"location: [0:766]
authors: Raspe,O., Vadthanarat,S., De Kesel,A., Degreef,J., Hyde,K.D. and Lumyong,S.
title: Pulveroboletus fragrans, a new Boletaceae species from Northern Thailand, with a remarkable aromatic odor
journal: Mycol. Prog. 15, 38 (2016)
medline id: 
pubmed id: 
comment: 
",['rpb2'],,False,Xerocomellus,cisalpinus
124_KF112797.1,1487347,KF112797.1,706,23-APR-2014,Tylopilus otsuensis,"location: [0:706]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB2'],['China'],False,Tylopilus,otsuensis
125_KF112798.1,1487346,KF112798.1,706,23-APR-2014,Tylopilus microsporus,"location: [0:706]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB2'],['China'],False,Tylopilus,microsporus
126_KT990385.1,1487343,KT990385.1,597,06-NOV-2016,Mucilopilus castaneiceps,"location: [0:597]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['rpb2'],['China'],False,Mucilopilus,castaneiceps
127_MF962424.1,1487341,MF962424.1,743,01-MAY-2019,Heimioporus japonicus,"location: [0:743]
authors: Zeng,N.-K., Chai,H., Liang,Z.-Q., Tang,L.-P., Xue,R. and Yang,Z.L.
title: The genus Heimioporus in China
journal: Mycologia 110 (6), 1110-1126 (2018)
medline id: 
pubmed id: 
comment: 
",['RPB2'],['China: Hainan Province'],False,Heimioporus,japonicus
128_KF112651.1,1487333,KF112651.1,707,23-APR-2014,Boletus sinensis,"location: [0:707]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB2'],['China'],False,Boletus,sinensis
129_KF112709.1,1487332,KF112709.1,707,23-APR-2014,Crocinoboletus rufoaureus,"location: [0:707]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB2'],['China'],False,Crocinoboletus,rufoaureus
130_KF112805.1,1487329,KF112805.1,707,23-APR-2014,Heimioporus sp. HKAS 53451,"location: [0:707]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB2'],['China'],False,Heimioporus,sp. HKAS 53451
131_KF112807.1,1487328,KF112807.1,707,23-APR-2014,Heimioporus aff. japonicus HKAS 52236,"location: [0:707]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB2'],['China'],False,Heimioporus,aff. japonicus HKAS 52236
132_KF112783.1,1487323,KF112783.1,706,23-APR-2014,Xerocomus sp. HKAS 76853,"location: [0:706]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB2'],['China'],False,Xerocomus,sp. HKAS 76853
133_KF112789.1,1487322,KF112789.1,706,23-APR-2014,Xerocomus sp. HKAS 76666,"location: [0:706]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB2'],['China'],False,Xerocomus,sp. HKAS 76666
134_KF112774.1,1487321,KF112774.1,706,23-APR-2014,Xerocomus sp. HKAS 76657,"location: [0:706]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB2'],['China'],False,Xerocomus,sp. HKAS 76657
135_KF112706.1,1487318,KF112706.1,705,23-APR-2014,Xerocomus sp. HKAS 74712,"location: [0:705]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['RPB2'],['China'],False,Xerocomus,sp. HKAS 74712
