,taxID,accession,length,date,organism,reference,gene_information,sampling_locality,outgroup,genus,epithet
63_KT990622.1,1914076,KT990622.1,851,06-NOV-2016,Porphyrellus aff. alboater,"location: [0:851]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Porphyrellus,aff. alboater
64_KT990613.1,1914075,KT990613.1,833,06-NOV-2016,Neoboletus venenatus,"location: [0:833]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Neoboletus,venenatus
65_KT990612.1,1914074,KT990612.1,835,06-NOV-2016,Neoboletus squamulistipes,"location: [0:835]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Neoboletus,squamulistipes
66_KT990608.1,1914073,KT990608.1,782,06-NOV-2016,Neoboletus sanguineus,"location: [0:782]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Neoboletus,sanguineus
67_KT990605.1,1914072,KT990605.1,834,06-NOV-2016,Neoboletus sanguineoides,"location: [0:834]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Neoboletus,sanguineoides
68_KT990601.1,1914071,KT990601.1,830,06-NOV-2016,Neoboletus rubriporus,"location: [0:830]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Neoboletus,rubriporus
69_MH879694.1,1914070,MH879694.1,837,27-FEB-2019,Neoboletus obscureumbrinus,"location: [0:837]
authors: Chai,H., Liang,Z.-Q., Xue,R., Jiang,S., Luo,S.-H., Wang,Y., Wu,L.-L., Tang,L.-P., Chen,Y., Hong,D. and Zeng,N.-K.
title: New and noteworthy boletes from subtropical and tropical China
journal: MycoKeys 46, 55-96 (2019)
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['China: Hainan Province'],False,Neoboletus,obscureumbrinus
70_MH879690.1,1914069,MH879690.1,905,27-FEB-2019,Neoboletus hainanensis,"location: [0:905]
authors: Chai,H., Liang,Z.-Q., Xue,R., Jiang,S., Luo,S.-H., Wang,Y., Wu,L.-L., Tang,L.-P., Chen,Y., Hong,D. and Zeng,N.-K.
title: New and noteworthy boletes from subtropical and tropical China
journal: MycoKeys 46, 55-96 (2019)
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['China: Yunnan Province'],False,Neoboletus,hainanensis
71_KT990582.1,1914065,KT990582.1,841,06-NOV-2016,Hortiboletus subpaludosus,"location: [0:841]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Hortiboletus,subpaludosus
72_NG_059622.1,1914064,NG_059622.1,840,05-JUN-2018,Hortiboletus amygdalinus,"location: [0:840]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['China'],False,Hortiboletus,amygdalinus
73_NG_059621.1,1914062,NG_059621.1,846,05-JUN-2018,Hemileccinum rugosum,"location: [0:846]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['China'],False,Hemileccinum,rugosum
74_KT990692.1,1914060,KT990692.1,845,06-NOV-2016,Harrya subalpina,"location: [0:845]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Harrya,subalpina
75_KT990695.1,1914058,KT990695.1,844,06-NOV-2016,Harrya moniliformis,"location: [0:844]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Harrya,moniliformis
76_NG_059635.1,1914057,NG_059635.1,840,05-JUN-2018,Harrya atrogrisea,"location: [0:840]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['China'],False,Harrya,atrogrisea
77_NG_059627.1,1914056,NG_059627.1,845,05-JUN-2018,Harrya alpina,"location: [0:845]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['China'],False,Harrya,alpina
78_KT990568.1,1914054,KT990568.1,839,06-NOV-2016,Cyanoboletus brunneoruber,"location: [0:839]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Cyanoboletus,brunneoruber
79_KT990540.1,1914051,KT990540.1,832,06-NOV-2016,Butyriboletus subsplendidus,"location: [0:832]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Butyriboletus,subsplendidus
80_MH879687.1,1914049,MH879687.1,904,27-FEB-2019,Butyriboletus pseudospeciosus,"location: [0:904]
authors: Chai,H., Liang,Z.-Q., Xue,R., Jiang,S., Luo,S.-H., Wang,Y., Wu,L.-L., Tang,L.-P., Chen,Y., Hong,D. and Zeng,N.-K.
title: New and noteworthy boletes from subtropical and tropical China
journal: MycoKeys 46, 55-96 (2019)
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['China: Yunnan Province'],False,Butyriboletus,pseudospeciosus
82_NG_058689.1,1914045,NG_058689.1,765,30-MAY-2018,Boletellus indistinctus,"location: [0:765]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['China'],False,Boletellus,indistinctus
83_KT990521.1,1914042,KT990521.1,848,06-NOV-2016,Aureoboletus zangii,"location: [0:848]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Aureoboletus,zangii
84_KT990520.1,1914041,KT990520.1,835,06-NOV-2016,Aureoboletus yunnanensis,"location: [0:835]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Aureoboletus,yunnanensis
85_NG_057094.1,1914039,NG_057094.1,837,17-MAY-2018,Aureoboletus nephrosporus,"location: [0:837]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['China'],False,Aureoboletus,nephrosporus
86_KT990513.1,1914038,KT990513.1,847,06-NOV-2016,Aureoboletus tomentosus,"location: [0:847]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Aureoboletus,tomentosus
87_KT990511.1,1914037,KT990511.1,850,06-NOV-2016,Aureoboletus duplicatoporus,"location: [0:850]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Aureoboletus,duplicatoporus
88_NG_057093.1,1914036,NG_057093.1,837,17-MAY-2018,Aureoboletus catenarius,"location: [0:837]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['China'],False,Aureoboletus,catenarius
89_KT990627.1,1913000,KT990627.1,724,06-NOV-2016,Porphyrellus nigropurpureus,"location: [0:724]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Porphyrellus,nigropurpureus
90_KU721307.1,1912939,KU721307.1,962,30-NOV-2017,Suillus fuscotomentosus,"location: [0:962]
authors: Zhang,R., Shi,X.-F., Mueller,G.M. and Liu,P.-G.
title: Dilemmatic Calibration of Evolutionary History in the Genus Suillus (Boletales, Basidiomycota) Revealed by Host Association Analysis
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],"['USA: 1100 Kings Mountain Rd, Huddart Park, Woodside Co., CA']",False,Suillus,fuscotomentosus
91_NG_059568.1,1816308,NG_059568.1,866,05-JUN-2018,Phylloporus catenulatus,"location: [0:866]
authors: Hosen,M.I. and Li,T.-H.
title: Two new species of Phylloporus from Bangladesh, with morphological and molecular evidence
journal: Mycologia 109 (2), 277-286 (2017)
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['Bangladesh'],False,Phylloporus,catenulatus
92_NG_059569.1,1816307,NG_059569.1,874,05-JUN-2018,Phylloporus attenuatus,"location: [0:874]
authors: Hosen,M.I. and Li,T.-H.
title: Two new species of Phylloporus from Bangladesh, with morphological and molecular evidence
journal: Mycologia 109 (2), 277-286 (2017)
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['Bangladesh: Tangail'],False,Phylloporus,attenuatus
93_KT990634.1,1775971,KT990634.1,822,06-NOV-2016,Retiboletus kauffmanii,"location: [0:822]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Retiboletus,kauffmanii
94_NG_059551.1,1775115,NG_059551.1,911,05-JUN-2018,Retiboletus sinensis,"location: [0:911]
authors: Zeng,N.K., Liang,Z.Q., Wu,G., Li,Y.C. and Yang,Z.L.
title: The genus Retiboletus (Boletaceae, Boletales) in China based on morphological and molecular evidence
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['China: Fujian Province'],False,Retiboletus,sinensis
95_KT990635.1,1775113,KT990635.1,840,06-NOV-2016,Retiboletus fuscus,"location: [0:840]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Retiboletus,fuscus
96_NG_057069.1,1755204,NG_057069.1,860,17-MAY-2018,Aureoboletus clavatus,"location: [0:860]
authors: Zeng,N.K., Zhang,M. and Liang,Z.Q.
title: A new species and a new combination in the genus Aureoboletus (Boletales, Boletaceae) from southern China
journal: Phytotaxa 222 (2), 129-137 (2015)
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['China: Hainan Province'],False,Aureoboletus,clavatus
98_KP941572.1,1748405,KP941572.1,886,08-NOV-2015,Singerocomus rubriflavus,"location: [0:886]
authors: Henkel,T.W., Obase,K., Husbands,D.R., Uehling,J.K., Bonito,G., Aime,M.C. and Smith,M.E.
title: New Boletaceae taxa from Guyana: Binderoboletus segoi gen. et sp. nov., Guyanaporus albipodus gen. et sp. nov., Singerocomus rubriflavus gen. et sp. nov., and a new combination for Xerocomus inundabilis
journal: Mycologia (2015) In press
medline id: 
pubmed id: 26490700
comment: Publication Status: Available-Online prior to print
",['28S ribosomal RNA'],['Guyana'],False,Singerocomus,rubriflavus
99_NG_060631.1,1748404,NG_060631.1,829,02-JUL-2018,Guyanaporus albipodus,"location: [0:829]
authors: Dentinger,B.T., Ammirati,J.F., Both,E.E., Desjardin,D.E., Halling,R.E., Henkel,T.W., Moreau,P.A., Nagasawa,E., Soytong,K., Taylor,A.F., Watling,R., Moncalvo,J.M. and McLaughlin,D.J.
title: Molecular phylogenetics of porcini mushrooms (Boletus section Boletus)
journal: Mol. Phylogenet. Evol. 57 (3), 1276-1292 (2010)
medline id: 
pubmed id: 20970511
comment: 
",['28S ribosomal RNA'],['Guyana'],False,Guyanaporus,albipodus
101_KY272128.1,1728933,KY272128.1,831,27-DEC-2017,Rubroboletus legaliae,"location: [0:831]
authors: Zhao,K. and Shao,H.M.
title: A new edible bolete, Rubroboletus esculentus, from southwestern China
journal: Phytotaxa 303 (3), 243-252 (2017)
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['Germany'],False,Rubroboletus,legaliae
102_KT157062.1,1708621,KT157062.1,911,08-SEP-2015,Cyanoboletus pulverulentus,"location: [0:911]
authors: Gelardi,M., Simonini,G., Ercole,E., Davoli,P. and Vizzini,A.
title: Cupreoboletus (Boletaceae, Boletineae), a new monotypic genus segregated from Boletus sect. Luridi to reassign the Mediterranean species B. poikilochromus
journal: Mycologia (2015) In press
medline id: 
pubmed id: 26297785
comment: Publication Status: Available-Online prior to print
",['28S ribosomal RNA'],['Italy'],False,Cyanoboletus,pulverulentus
103_KT157056.1,1708620,KT157056.1,732,08-SEP-2015,Cupreoboletus poikilochromus,"location: [0:732]
authors: Gelardi,M., Simonini,G., Ercole,E., Davoli,P. and Vizzini,A.
title: Cupreoboletus (Boletaceae, Boletineae), a new monotypic genus segregated from Boletus sect. Luridi to reassign the Mediterranean species B. poikilochromus
journal: Mycologia (2015) In press
medline id: 
pubmed id: 26297785
comment: Publication Status: Available-Online prior to print
",['28S ribosomal RNA'],['Italy'],False,Cupreoboletus,poikilochromus
104_NG_059586.1,1704548,NG_059586.1,895,05-JUN-2018,Nigroboletus roseonigrescens,"location: [0:895]
authors: Gelardi,M., Vizzini,A., Ercole,E., Horak,E., Ming,Z. and Li,T.H.
title: Circumscription and Taxonomic Arrangement of Nigroboletus roseonigrescens Gen. Et Sp. Nov., a New Member of Boletaceae from Tropical South-Eastern China
journal: PLoS ONE 10 (8), E0134295 (2015)
medline id: 
pubmed id: 26263180
comment: Publication Status: Online-Only
",['28S ribosomal RNA'],['China'],False,Nigroboletus,roseonigrescens
107_KP327622.1,1661727,KP327622.1,962,29-SEP-2017,Aureoboletus projectellus,"location: [0:962]
authors: Halling,R.E., Fechner,N., Nuhn,M.E., Osmundson,T., Soytong,K., Arora,D., Binder,M. and Hibbett,D.
title: Evolutionary relationships of Heimioporus and Boletellus (Boletales), with an emphasis on Australian taxa including new species and new combinations in Aureoboletus, Hemileccinum and Xerocomus
journal: Aust. Syst. Bot. 28, 1-22 (2015)
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],"['USA: Noth Collins, New York']",False,Aureoboletus,projectellus
108_KP327661.1,1661726,KP327661.1,946,29-SEP-2017,Aureoboletus mirabilis,"location: [0:946]
authors: Halling,R.E., Fechner,N., Nuhn,M.E., Osmundson,T., Soytong,K., Arora,D., Binder,M. and Hibbett,D.
title: Evolutionary relationships of Heimioporus and Boletellus (Boletales), with an emphasis on Australian taxa including new species and new combinations in Aureoboletus, Hemileccinum and Xerocomus
journal: Aust. Syst. Bot. 28, 1-22 (2015)
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],"['USA: Mendocino, California']",False,Aureoboletus,mirabilis
109_NG_059562.1,1653766,NG_059562.1,874,05-JUN-2018,Phylloporus gajari,"location: [0:874]
authors: Hosen,M.I. and Li,T.-H.
title: Phylloporus gajari, a new species of the family Boletaceae from Bangladesh
journal: Mycoscience 56 (6), 584-589 (2015)
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['Bangladesh'],False,Phylloporus,gajari
110_KY418896.1,1611992,KY418896.1,957,01-OCT-2017,Rubroboletus sinicus,"location: [0:957]
authors: Zhao,R.-L., Li,G.-J., Sanchez-Ramirez,S., Stata,M., Yang,Z.-L., Wu,G., Dai,Y.-C., He,S.-H., Cui,B.-K., Zhou,J.-L., Wu,F., He,M.-Q., Moncalvo,J.-M. and Hyde,K.D.
title: A six-gene phylogenetic overview of Basidiomycota and allied phyla with estimated divergence times of higher taxa and a phyloproteomics perspective
journal: Fungal Divers. 84 (1), 43-74 (2017)
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['China'],False,Rubroboletus,sinicus
111_NG_059540.1,1611991,NG_059540.1,884,05-JUN-2018,Rubroboletus latisporus,"location: [0:884]
authors: Zhao,K., Wu,G. and Yang,Z.L.
title: A new genus, Rubroboletus, to accommodate Boletus sinicus and its allies
journal: Phytotaxa 188 (2), 61-77 (2014)
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['China'],False,Rubroboletus,latisporus
112_KF030238.1,1611890,KF030238.1,881,07-DEC-2017,Afroboletus luteolus,"location: [0:881]
authors: Nuhn,M.E., Binder,M., Taylor,A.F., Halling,R.E. and Hibbett,D.S.
title: Phylogenetic overview of the Boletineae
journal: Fungal Biol 117 (7-8), 479-511 (2013)
medline id: 
pubmed id: 23931115
comment: 
",['28S ribosomal RNA'],,False,Afroboletus,luteolus
114_KX911874.1,1611265,KX911874.1,828,05-MAR-2018,Hourangia cheoi,"location: [0:828]
authors: Gelardi,M., Vizzini,A. and Ercole,E.
title: A record of Hourangia cheoi (Boletaceae, Boletales) from Yunnan Province, south-western China
journal: Unpublished
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],,False,Hourangia,cheoi
116_NG_058652.1,1609115,NG_058652.1,908,30-MAY-2018,Boletus umbrinipileus,"location: [0:908]
authors: Feng,B., Xu,J., Wu,G., Zeng,N.K., Li,Y.C., Tolgor,B., Kost,G.W. and Yang,Z.L.
title: DNA sequence analyses reveal abundant diversity, endemism and evidence for asian origin of the porcini mushrooms
journal: PLoS ONE 7 (5), E37567 (2012)
medline id: 
pubmed id: 22629418
comment: Publication Status: Online-Only
",['28S ribosomal RNA'],,False,Boletus,umbrinipileus
120_JN563844.1,1609111,JN563844.1,775,23-JUN-2012,Boletus monilifer,"location: [0:775]
authors: Feng,B., Xu,J., Wu,G., Zeng,N.K., Li,Y.C., Tolgor,B., Kost,G.W. and Yang,Z.L.
title: DNA sequence analyses reveal abundant diversity, endemism and evidence for asian origin of the porcini mushrooms
journal: PLoS ONE 7 (5), E37567 (2012)
medline id: 
pubmed id: 22629418
comment: Publication Status: Online-Only
",['28S large subunit ribosomal RNA'],,False,Boletus,monilifer
121_KY418894.1,1603062,KY418894.1,974,01-OCT-2017,Lanmaoa asiatica,"location: [0:974]
authors: Zhao,R.-L., Li,G.-J., Sanchez-Ramirez,S., Stata,M., Yang,Z.-L., Wu,G., Dai,Y.-C., He,S.-H., Cui,B.-K., Zhou,J.-L., Wu,F., He,M.-Q., Moncalvo,J.-M. and Hyde,K.D.
title: A six-gene phylogenetic overview of Basidiomycota and allied phyla with estimated divergence times of higher taxa and a phyloproteomics perspective
journal: Fungal Divers. 84 (1), 43-74 (2017)
medline id: 
pubmed id: 
comment: 
",['28S ribosomal RNA'],['China'],False,Lanmaoa,asiatica
122_NG_059537.1,1603061,NG_059537.1,877,05-JUN-2018,Lanmaoa angustispora,"location: [0:877]
authors: Wu,G., Zhao,K., Li,Y.-C., Zeng,N.-K., Feng,B., Halling,R.E. and Yang,Z.-L.
title: Four new genera of the fungal family Boletaceae
journal: Fungal Divers. (2015) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S ribosomal RNA'],['China'],False,Lanmaoa,angustispora
123_KT990638.1,1603060,KT990638.1,837,06-NOV-2016,Rugiboletus extremiorientalis,"location: [0:837]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Rugiboletus,extremiorientalis
124_KM605132.1,1603059,KM605132.1,879,16-MAR-2015,Rugiboletus brunneiporus,"location: [0:879]
authors: Wu,G., Zhao,K., Li,Y.-C., Zeng,N.-K., Feng,B., Halling,R.E. and Yang,Z.-L.
title: Four new genera of the fungal family Boletaceae
journal: Fungal Divers. (2015) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Rugiboletus,brunneiporus
125_NG_059543.1,1603058,NG_059543.1,801,05-JUN-2018,Parvixerocomus pseudoaokii,"location: [0:801]
authors: Wu,G., Zhao,K., Li,Y.-C., Zeng,N.-K., Feng,B., Halling,R.E. and Yang,Z.-L.
title: Four new genera of the fungal family Boletaceae
journal: Fungal Divers. (2015) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S ribosomal RNA'],['China'],False,Parvixerocomus,pseudoaokii
126_KM605137.1,1603057,KM605137.1,877,16-MAR-2015,Neoboletus brunneissimus,"location: [0:877]
authors: Wu,G., Zhao,K., Li,Y.-C., Zeng,N.-K., Feng,B., Halling,R.E. and Yang,Z.-L.
title: Four new genera of the fungal family Boletaceae
journal: Fungal Divers. (2015) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Neoboletus,brunneissimus
129_KT990567.1,1522523,KT990567.1,836,06-NOV-2016,Crocinoboletus laetissimus,"location: [0:836]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Crocinoboletus,laetissimus
130_KF112384.1,1487349,KF112384.1,833,11-AUG-2014,Xerocomus punctilifer,"location: [0:833]
authors: Wu,G., Feng,B., Xu,J., Zhu,X.-T., Li,Y.-C., Zeng,N.-K., Hosen,M.I. and Yang,Z.-L.
title: Molecular phylogenetic analyses redefine seven major clades and reveal 22 new generic clades in the fungal family Boletaceae
journal: Fungal Divers. (2014) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S large subunit ribosomal RNA'],['China'],False,Xerocomus,punctilifer
131_KF030274.1,1487348,KF030274.1,877,07-DEC-2017,Xerocomellus cisalpinus,"location: [0:877]
authors: Nuhn,M.E., Binder,M., Taylor,A.F., Halling,R.E. and Hibbett,D.S.
title: Phylogenetic overview of the Boletineae
journal: Fungal Biol 117 (7-8), 479-511 (2013)
medline id: 
pubmed id: 23931115
comment: 
",['28S ribosomal RNA'],['Germany'],False,Xerocomellus,cisalpinus
132_KT990553.1,1487347,KT990553.1,839,06-NOV-2016,Tylopilus otsuensis,"location: [0:839]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Tylopilus,otsuensis
133_NG_059538.1,1487346,NG_059538.1,961,05-JUN-2018,Tylopilus microsporus,"location: [0:961]
authors: Gelardi,M., Vizzini,A., Ercole,E., Taneyama,Y., Lid,T.-H., Zhang,M., Yan,W.-J. and Wang,W.-J.
title: New collection, iconography and molecular evidence for Tylopilus neofelleus (Boletaceae, Boletoideae) from southwestern China and the taxonomic status of T. plumbeoviolaceoides and T. microsporus
journal: Mycoscience (2015) In press
medline id: 
pubmed id: 
comment: Publication Status: Available-Online prior to print
",['28S ribosomal RNA'],['China'],False,Tylopilus,microsporus
134_KT990547.1,1487343,KT990547.1,845,06-NOV-2016,Mucilopilus castaneiceps,"location: [0:845]
authors: Wu,G., Li,Y.-C., Zhu,X.-T., Zhao,K., Han,L.-H., Cui,Y.-Y., Li,F., Xu,J.-P. and Yang,Z.-L.
title: One hundred noteworthy boletes from China
journal: Fungal Divers. (2016) In press
medline id: 
pubmed id: 
comment: 
",['28S large subunit ribosomal RNA'],['China'],False,Mucilopilus,castaneiceps
